rowid,answers,created_at,district,endDate,grade,headToHead,id,partisan,pollster,population,sampleSize,seat_name,startDate,state,subgroup,tracking,type,url
6664,"[{'choice': 'Luria', 'pct': '42.36', 'party': 'Dem'}, {'choice': 'Taylor', 'pct': '45.12', 'party': 'Rep'}]",10/19/18,2,10/22/18,,FALSE,90530,,Siena College/New York Times,lv,508,District 2,10/18/18,Virginia,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-va02-3.html
6666,"[{'choice': 'Kelly', 'pct': '39.36', 'party': 'Dem'}, {'choice': 'Bost', 'pct': '47.87', 'party': 'Rep'}]",10/20/18,12,10/22/18,,FALSE,90532,,Siena College/New York Times,lv,502,District 12,10/18/18,Illinois,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-il12-3.html
6676,"[{'choice': 'McCaskill', 'pct': '46.0', 'party': 'Dem'}, {'choice': 'Hawley', 'pct': '47.0', 'party': 'Rep'}, {'choice': 'Campbell', 'pct': '2.0', 'party': 'Lib'}, {'choice': 'Crain', 'pct': '1.0', 'party': 'Gre'}, {'choice': ""O'Dear"", 'pct': '1.0', 'party': 'Ind'}]",10/20/18,,10/18/18,C,FALSE,90542,,Remington Research Group,lv,1215,Class I,10/17/18,Missouri,All polls,FALSE,senate,https://moscout.com/s/MOScout-Weekly-Poll-101918.pdf
6677,"[{'choice': 'Ghorbani', 'pct': '29.0', 'party': 'Dem'}, {'choice': 'Stewart', 'pct': '52.0', 'party': 'Rep'}, {'choice': 'Whipple', 'pct': '6.0', 'party': 'Lib'}]",10/20/18,2,10/17/18,,FALSE,90543,,University of Utah,rv,401,District 2,10/3/18,Utah,All polls,FALSE,house,https://www.sltrib.com/news/politics/2018/10/20/new-poll-shows-rep-chris/
6678,"[{'choice': ""O'Halleran"", 'pct': '46.0', 'party': 'Dem'}, {'choice': 'Rogers', 'pct': '46.0', 'party': 'Rep'}]",10/20/18,1,10/18/18,B+,FALSE,90544,REP,American Viewpoint,lv,400,District 1,10/16/18,Arizona,All polls,FALSE,house,https://projects.fivethirtyeight.com/polls/20181020_AZ1.pdf
6680,"[{'choice': 'Cisneros', 'pct': '46.97', 'party': 'Dem'}, {'choice': 'Kim', 'pct': '45.95', 'party': 'Rep'}]",10/20/18,39,10/23/18,,FALSE,90546,,Siena College/New York Times,lv,496,District 39,10/18/18,California,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ca39-3.html
6682,"[{'choice': 'Walz', 'pct': '45.0', 'party': 'Dem'}, {'choice': 'Johnson', 'pct': '39.0', 'party': 'Rep'}, {'choice': 'Welter', 'pct': '2.6', 'party': 'Lib'}, {'choice': 'Wright', 'pct': '1.8', 'party': 'Grt'}]",10/21/18,,10/17/18,B+,FALSE,90548,,Mason-Dixon Polling & Research Inc.,lv,800,,10/15/18,Minnesota,All polls,FALSE,governor,http://www.startribune.com/minnesota-governor-s-race-poll-star-tribune-mpr-news-tim-walz-jeff-johnson/497958991/
6687,"[{'choice': 'Tucker', 'pct': '39.5', 'party': 'Dem'}, {'choice': 'Hill', 'pct': '51.5', 'party': 'Rep'}, {'choice': 'Swafford', 'pct': '2.0', 'party': 'Lib'}]",10/21/18,2,10/18/18,B-,FALSE,90553,,Hendrix College,lv,590,District 2,10/17/18,Arkansas,All polls,FALSE,house,https://talkbusiness.net/2018/10/poll-hill-maintains-lead-over-tucker-in-second-congressional-district-race/
6691,"[{'choice': 'Gillum', 'pct': '54.0', 'party': 'Dem'}, {'choice': 'DeSantis', 'pct': '42.0', 'party': 'Rep'}]",10/21/18,,10/20/18,A-,FALSE,90557,,CNN/SSRS,lv,759,,10/16/18,Florida,All polls,FALSE,governor,http://cdn.cnn.com/cnn/2018/images/10/21/rel1_fl.pdf
6693,"[{'choice': 'Nelson', 'pct': '50.0', 'party': 'Dem'}, {'choice': 'Scott', 'pct': '45.0', 'party': 'Rep'}]",10/21/18,,10/20/18,A-,FALSE,90559,,CNN/SSRS,lv,759,Class I,10/16/18,Florida,All polls,FALSE,senate,http://cdn.cnn.com/cnn/2018/images/10/21/rel1_fl.pdf
6694,"[{'choice': 'Gillum', 'pct': '48.0', 'party': 'Dem'}, {'choice': 'DeSantis', 'pct': '42.0', 'party': 'Rep'}]",10/21/18,,10/20/18,B-,FALSE,90560,,"Schroth, Eldon & Associates",lv,600,,10/17/18,Florida,All polls,FALSE,governor,https://www.politico.com/f/?id=00000166-9843-d316-afe7-9ae304cc0000
6695,"[{'choice': 'Nelson', 'pct': '45.0', 'party': 'Dem'}, {'choice': 'Scott', 'pct': '47.0', 'party': 'Rep'}]",10/21/18,,10/20/18,B-,FALSE,90561,,"Schroth, Eldon & Associates",lv,600,Class I,10/17/18,Florida,All polls,FALSE,senate,https://www.politico.com/f/?id=00000166-9843-d316-afe7-9ae304cc0000
6696,"[{'choice': 'Mucarsel-Powell', 'pct': '44.7', 'party': 'Dem'}, {'choice': 'Curbelo', 'pct': '43.84', 'party': 'Rep'}]",10/21/18,26,10/24/18,,FALSE,90562,,Siena College/New York Times,lv,499,District 26,10/19/18,Florida,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-fl26-3.html
6698,"[{'choice': 'Small', 'pct': '44.45', 'party': 'Dem'}, {'choice': 'Herrell', 'pct': '44.51', 'party': 'Rep'}]",10/21/18,2,10/23/18,,FALSE,90564,,Siena College/New York Times,lv,522,District 2,10/19/18,New Mexico,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-nm02-3.html
6700,"[{'choice': 'Klobuchar', 'pct': '56.0', 'party': 'Dem'}, {'choice': 'Newberger', 'pct': '33.0', 'party': 'Rep'}, {'choice': 'Schuller', 'pct': '2.0', 'party': 'Ind'}, {'choice': 'Overby', 'pct': '2.0', 'party': 'Gre'}]",10/22/18,,10/17/18,B+,FALSE,90566,,Mason-Dixon Polling & Research Inc.,lv,800,Class I,10/15/18,Minnesota,All polls,FALSE,senate,http://www.startribune.com/the-poll-numbers-minnesota-senate-race/498049881/
6701,"[{'choice': 'Smith', 'pct': '47.0', 'party': 'Dem'}, {'choice': 'Housley', 'pct': '41.0', 'party': 'Rep'}, {'choice': 'Trooien', 'pct': '1.0', 'party': 'Ind'}, {'choice': 'Wellington', 'pct': '1.0', 'party': 'Ind'}]",10/22/18,,10/17/18,B+,FALSE,90567,,Mason-Dixon Polling & Research Inc.,lv,800,Class II,10/15/18,Minnesota,All polls,FALSE,senate,http://www.startribune.com/the-poll-numbers-minnesota-senate-race/498049881/
6705,"[{'choice': 'Polis', 'pct': '54.0', 'party': 'Dem'}, {'choice': 'Stapleton', 'pct': '42.0', 'party': 'Rep'}, {'choice': 'Helker', 'pct': '3.0', 'party': 'Lib'}]",10/22/18,,10/17/18,B,FALSE,90571,,YouGov,rv,800,,10/12/18,Colorado,All polls,FALSE,governor,https://www.colorado.edu/lab/aprl/sites/default/files/attached-files/2018_colorado_political_climate_report_election_topline_10-21-18.pdf
6706,"[{'choice': 'Delgado', 'pct': '43.0', 'party': 'Dem'}, {'choice': 'Faso', 'pct': '44.0', 'party': 'Rep'}, {'choice': 'Neal', 'pct': '5.0', 'party': 'Ind'}, {'choice': 'Greenfield', 'pct': '1.0', 'party': 'Gre'}]",10/22/18,19,10/16/18,A,FALSE,90572,,Siena College,lv,500,District 19,10/12/18,New York,All polls,FALSE,house,https://scri.siena.edu/wp-content/uploads/2018/10/NYCD191018-Crosstabs_16478-1.pdf
6707,"[{'choice': 'Bourdeaux', 'pct': '43.0', 'party': 'Dem'}, {'choice': 'Woodall', 'pct': '49.0', 'party': 'Rep'}]",10/22/18,7,10/18/18,C+,FALSE,90573,,JMC Enterprises,lv,500,District 7,10/13/18,Georgia,All polls,FALSE,house,https://winwithjmc.com/wp-content/uploads/2018/10/Georgia-CD-7-Executive-Summary-V2.pdf
6710,"[{'choice': 'Gillum', 'pct': '47.4', 'party': 'Dem'}, {'choice': 'DeSantis', 'pct': '46.4', 'party': 'Rep'}, {'choice': 'Richardson', 'pct': '1.9', 'party': 'Ref'}]",10/22/18,,10/21/18,B-,FALSE,90577,,St. Pete Polls,lv,1575,,10/20/18,Florida,All polls,FALSE,governor,http://stpetepolls.org/files/StPetePolls_2018_State_GEN_GovSenate_October21_J83D.pdf
6711,"[{'choice': 'Nelson', 'pct': '48.3', 'party': 'Dem'}, {'choice': 'Scott', 'pct': '48.6', 'party': 'Rep'}]",10/22/18,,10/21/18,B-,FALSE,90578,,St. Pete Polls,lv,1575,Class I,10/20/18,Florida,All polls,FALSE,senate,http://stpetepolls.org/files/StPetePolls_2018_State_GEN_GovSenate_October21_J83D.pdf
6713,"[{'choice': 'Newsom', 'pct': '52.1', 'party': 'Dem'}, {'choice': 'Cox', 'pct': '32.2', 'party': 'Rep'}]",10/22/18,,10/19/18,B+,FALSE,90580,,Emerson College,lv,671,,10/17/18,California,All polls,FALSE,governor,https://www.emerson.edu/news-events/emerson-college-today/emerson-e-poll-incumbents-feinstein-newsom-favored-win-senate-gov-races-ca-over-60-disapprove-trump
6714,"[{'choice': 'Feinstein', 'pct': '40.8', 'party': 'Dem'}, {'choice': 'de Leon', 'pct': '22.7', 'party': 'Dem'}]",10/22/18,,10/19/18,B+,FALSE,90581,,Emerson College,lv,671,Class I,10/17/18,California,All polls,FALSE,senate,https://www.emerson.edu/news-events/emerson-college-today/emerson-e-poll-incumbents-feinstein-newsom-favored-win-senate-gov-races-ca-over-60-disapprove-trump
6716,"[{'choice': 'Donnelly', 'pct': '40.0', 'party': 'Dem'}, {'choice': 'Braun', 'pct': '44.0', 'party': 'Rep'}, {'choice': 'Brenton', 'pct': '7.0', 'party': 'Lib'}]",10/22/18,,10/17/18,B+,FALSE,90583,REP,American Viewpoint,lv,800,Class I,10/14/18,Indiana,All polls,FALSE,senate,https://media.breitbart.com/media/2018/10/Indiana-Memo-October-2018.pdf
6719,"[{'choice': 'Carlson', 'pct': '41.0', 'party': 'Dem'}, {'choice': 'Spano', 'pct': '47.0', 'party': 'Rep'}]",10/22/18,15,10/18/18,C,FALSE,90586,REP,Remington Research Group,lv,1369,District 15,10/17/18,Florida,All polls,FALSE,house,https://projects.fivethirtyeight.com/polls/20181022_FL15.pdf
6722,"[{'choice': 'Nelson', 'pct': '52.0', 'party': 'Dem'}, {'choice': 'Scott', 'pct': '46.0', 'party': 'Rep'}]",10/22/18,,10/21/18,A-,FALSE,90589,,Quinnipiac University,lv,1161,Class I,10/17/18,Florida,All polls,FALSE,senate,https://poll.qu.edu/images/polling/fl/fl10222018_fdom21.pdf/
6723,"[{'choice': 'Manchin', 'pct': '52.0', 'party': 'Dem'}, {'choice': 'Morrisey', 'pct': '36.0', 'party': 'Rep'}, {'choice': 'Hollen', 'pct': '4.0', 'party': 'Lib'}]",10/22/18,,10/19/18,,FALSE,90591,,Strategic Research Associates,lv,650,Class I,10/12/18,West Virginia,All polls,FALSE,senate,http://media.graytvinc.com/documents/GRAY_WV_October_Survey.pdf
6724,"[{'choice': 'Heitkamp', 'pct': '40.0', 'party': 'Dem'}, {'choice': 'Cramer', 'pct': '56.0', 'party': 'Rep'}]",10/22/18,,10/19/18,,FALSE,90592,,Strategic Research Associates,lv,650,Class I,10/12/18,North Dakota,All polls,FALSE,senate,http://media.graytvinc.com/documents/GRAY_ND_October_Survey.pdf
6726,"[{'choice': 'Donnelly', 'pct': '41.0', 'party': 'Dem'}, {'choice': 'Braun', 'pct': '40.0', 'party': 'Rep'}, {'choice': 'Brenton', 'pct': '8.0', 'party': 'Lib'}]",10/22/18,,10/16/18,A,FALSE,90595,,SurveyUSA,lv,816,Class I,10/12/18,Indiana,All polls,FALSE,senate,http://www.surveyusa.com/client/PollReport.aspx?g=456be67c-296d-4769-8161-3b2ebe487018
6727,"[{'choice': 'Gillum', 'pct': '45.0', 'party': 'Dem'}, {'choice': 'DeSantis', 'pct': '48.0', 'party': 'Rep'}, {'choice': 'Richardson', 'pct': '3.0', 'party': 'Ref'}]",10/22/18,,10/18/18,C+,FALSE,90596,REP,OnMessage Inc.,lv,2200,,10/14/18,Florida,All polls,FALSE,governor,https://rickscottforflorida.com/wp-content/uploads/2018/10/FL-Statewide-Survey-n2200.pdf
6728,"[{'choice': 'Nelson', 'pct': '46.0', 'party': 'Dem'}, {'choice': 'Scott', 'pct': '51.0', 'party': 'Rep'}]",10/22/18,,10/18/18,C+,FALSE,90598,REP,OnMessage Inc.,lv,2200,Class I,10/14/18,Florida,All polls,FALSE,senate,https://rickscottforflorida.com/wp-content/uploads/2018/10/FL-Statewide-Survey-n2200.pdf
6729,"[{'choice': 'Pappas', 'pct': '46.0', 'party': 'Dem'}, {'choice': 'Edwards', 'pct': '37.0', 'party': 'Rep'}, {'choice': 'Belforti', 'pct': '4.0', 'party': 'Lib'}]",10/22/18,1,10/18/18,B,FALSE,90599,,University of New Hampshire,lv,265,District 1,10/10/18,New Hampshire,All polls,FALSE,house,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_cong102218.pdf
6730,"[{'choice': 'Kuster', 'pct': '53.0', 'party': 'Dem'}, {'choice': 'Negron', 'pct': '38.0', 'party': 'Rep'}, {'choice': ""O'Donnell"", 'pct': '3.0', 'party': 'Lib'}]",10/22/18,2,10/18/18,B,FALSE,90600,,University of New Hampshire,lv,234,District 2,10/10/18,New Hampshire,All polls,FALSE,house,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_cong102218.pdf
6731,"[{'choice': 'Schneider', 'pct': '35.0', 'party': 'Dem'}, {'choice': 'Armstrong', 'pct': '56.0', 'party': 'Rep'}]",10/22/18,1,10/19/18,,FALSE,90601,,Strategic Research Associates,lv,650,District 1,10/12/18,North Dakota,All polls,FALSE,house,http://media.graytvinc.com/documents/GRAY_ND_October_Survey.pdf
6732,"[{'choice': 'Whitmer', 'pct': '50.0', 'party': 'Dem'}, {'choice': 'Schuette', 'pct': '36.0', 'party': 'Rep'}, {'choice': 'Gelineau', 'pct': '2.0', 'party': 'Lib'}]",10/22/18,,10/18/18,C+,FALSE,90602,,Marketing Resource Group (MRG),lv,600,,10/14/18,Michigan,All polls,FALSE,governor,https://www.mrgmi.com/2018/10/mi-democratic-gubernatorial-candidate-whitmer-holds-solid-lead-over-schuette/
6734,"[{'choice': 'Gillum', 'pct': '49.0', 'party': 'Dem'}, {'choice': 'DeSantis', 'pct': '42.0', 'party': 'Rep'}]",10/22/18,,10/21/18,A,FALSE,90605,,SurveyUSA,lv,665,,10/18/18,Florida,All polls,FALSE,governor,http://www.surveyusa.com/client/PollReport.aspx?g=cfbb4f43-54d4-4d79-b06f-5bfd01c72a34
6735,"[{'choice': 'Nelson', 'pct': '49.0', 'party': 'Dem'}, {'choice': 'Scott', 'pct': '41.0', 'party': 'Rep'}]",10/22/18,,10/21/18,A,FALSE,90606,,SurveyUSA,lv,665,Class I,10/18/18,Florida,All polls,FALSE,senate,http://www.surveyusa.com/client/PollReport.aspx?g=cfbb4f43-54d4-4d79-b06f-5bfd01c72a34
6738,"[{'choice': 'Henderson', 'pct': '24.0', 'party': 'Dem'}, {'choice': 'Hutchinson', 'pct': '60.0', 'party': 'Rep'}, {'choice': 'West', 'pct': '5.0', 'party': 'Lib'}]",10/22/18,,10/19/18,B-,FALSE,90609,,Hendrix College,lv,528,,10/18/18,Arkansas,All polls,FALSE,governor,https://talkbusiness.net/2018/10/poll-trump-approval-soars-in-arkansas-hutchinson-rutledge-hold-big-leads/
6739,"[{'choice': 'Levin', 'pct': '53.37', 'party': 'Dem'}, {'choice': 'Harkey', 'pct': '38.65', 'party': 'Rep'}]",10/22/18,49,10/24/18,,FALSE,90612,,Siena College/New York Times,lv,500,District 49,10/19/18,California,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ca49-3.html
6741,"[{'choice': 'Fletcher', 'pct': '44.83', 'party': 'Dem'}, {'choice': 'Culberson', 'pct': '45.7', 'party': 'Rep'}]",10/22/18,7,10/25/18,,FALSE,90614,,Siena College/New York Times,lv,499,District 7,10/19/18,Texas,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-tx07-3.html
6743,"[{'choice': 'Pureval', 'pct': '40.82', 'party': 'Dem'}, {'choice': 'Chabot', 'pct': '49.5', 'party': 'Rep'}]",10/22/18,1,10/24/18,,FALSE,90616,,Siena College/New York Times,lv,492,District 1,10/20/18,Ohio,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-oh01-3.html
